Facility_INSPIRE_ID_cluster,Facility_INSPIRE_ID
GB.EEA/E198_169.FACILITY,GB.EEA/E198_168.FACILITY
GB.EEA/E362_223.FACILITY,GB.EEA/E362_221.FACILITY
GB.EEA/EW_EA-10154.FACILITY,GB.EEA/EW_EA-2459.FACILITY
GB.EEA/EW_EA-14739.FACILITY,GB.EEA/EW_EA-7614.FACILITY
GB.EEA/EW_EA-16906.FACILITY,GB.EEA/EW_EA-5206.FACILITY
GB.EEA/EW_EA-16920.FACILITY,GB.EEA/EW_EA-10309.FACILITY
GB.EEA/EW_EA-17023.FACILITY,GB.EEA/EW_EA-6677.FACILITY
GB.EEA/EW_EA-18079.FACILITY,GB.EEA/EW_EA-6857.FACILITY
GB.EEA/EW_EA-6403.FACILITY,GB.EEA/EW_EA-6633.FACILITY
GB.EEA/EW_EA-6820.FACILITY,GB.EEA/EW_EA-10095.FACILITY
GB.EEA/GB-EW_EA-16627.FACILITY,UK.CAED/EW_EA-2314.FACILITY
GB.EEA/SCOTLAND-1365.FACILITY,GB.EEA/Scotland-1123.FACILITY
GB.EEA/SCOTLAND-1949.FACILITY,GB.EEA/Scotland-1945.FACILITY
GB.EEA/SCOTLAND-679.FACILITY,GB.EEA/Scotland-1097.FACILITY
GB.EEA/Scotland-1007.FACILITY,GB.EEA/Scotland-1859.FACILITY
GB.EEA/Scotland-1916.FACILITY,GB.EEA/Scotland-1914.FACILITY
GB.EEA/Scotland-2540.FACILITY,GB.EEA/SCOTLAND-2474.FACILITY
GB.EEA/Scotland-637.FACILITY,GB.EEA/Scotland-2329.FACILITY
GB.EEA/WA_2028_2006.FACILITY,UK.CAED/P0248_07A.FACILITY
HR.CAED/000000410.FACILITY,HR.CAED/000000132.FACILITY
HU.EEA/100307862.FACILITY,HU.EEA/100307884.FACILITY
HU.EEA/101320358.FACILITY,HU.EEA/100627634.FACILITY
HU.EEA/101380972.FACILITY,HU.OKIR/100345130.FACILITY
HU.OKIR/100239482.FACILITY,HU.OKIR/101437494.FACILITY
HU.OKIR/100242253.FACILITY,HU.EEA/100242253.FACILITY
HU.OKIR/100276535.FACILITY,HU.OKIR/101437494.FACILITY
HU.OKIR/100307002.FACILITY,HU.EEA/100307002.FACILITY
HU.OKIR/100310943.FACILITY,HU.EEA/100310943.FACILITY
HU.OKIR/100337238.FACILITY,HU.EEA/100337238.FACILITY
HU.OKIR/100347695.FACILITY,HU.EEA/100347695.FACILITY
HU.OKIR/100376178.FACILITY,HU.EEA/100376178.FACILITY
HU.OKIR/100378792.FACILITY,HU.EEA/100378792.FACILITY
HU.OKIR/100381323.FACILITY,HU.EEA/100381323.FACILITY
HU.OKIR/100407852.FACILITY,HU.OKIR/100892438.FACILITY
HU.OKIR/100423656.FACILITY,HU.EEA/100423656.FACILITY
HU.OKIR/100510060.FACILITY,HU.EEA/100510060.FACILITY
HU.OKIR/100527758.FACILITY,HU.EEA/100527758.FACILITY
HU.OKIR/100573308.FACILITY,HU.OKIR/100393083.FACILITY
HU.OKIR/100623658.FACILITY,HU.EEA/100623658.FACILITY
HU.OKIR/100628332.FACILITY,HU.EEA/100628332.FACILITY
HU.OKIR/100642464.FACILITY,HU.EEA/100642464.FACILITY
HU.OKIR/100693798.FACILITY,HU.EEA/100693798.FACILITY
HU.OKIR/100723235.FACILITY,HU.EEA/100723235.FACILITY
HU.OKIR/100724782.FACILITY,HU.EEA/100724782.FACILITY
HU.OKIR/100725055.FACILITY,HU.EEA/100725055.FACILITY
HU.OKIR/100726340.FACILITY,HU.EEA/100726340.FACILITY
HU.OKIR/100747253.FACILITY,HU.EEA/100747253.FACILITY
HU.OKIR/100753069.FACILITY,HU.EEA/100753069.FACILITY
HU.OKIR/100757193.FACILITY,HU.EEA/100757193.FACILITY
HU.OKIR/100823498.FACILITY,HU.EEA/100823498.FACILITY
HU.OKIR/100840679.FACILITY,HU.EEA/100840679.FACILITY
HU.OKIR/100882118.FACILITY,HU.EEA/100882118.FACILITY
HU.OKIR/100958930.FACILITY,HU.EEA/100958930.FACILITY
HU.OKIR/100961583.FACILITY,HU.EEA/100961583.FACILITY
HU.OKIR/100972361.FACILITY,HU.EEA/100972361.FACILITY
HU.OKIR/100980654.FACILITY,HU.EEA/100980654.FACILITY
HU.OKIR/100980861.FACILITY,HU.EEA/100980861.FACILITY
HU.OKIR/100980908.FACILITY,HU.EEA/100980908.FACILITY
HU.OKIR/101016347.FACILITY,HU.EEA/100355427.FACILITY
HU.OKIR/101028096.FACILITY,HU.EEA/101106291.FACILITY
HU.OKIR/101049220.FACILITY,HU.EEA/101049220.FACILITY
HU.OKIR/101051072.FACILITY,HU.EEA/101051072.FACILITY
HU.OKIR/101072044.FACILITY,HU.EEA/101072044.FACILITY
HU.OKIR/101089710.FACILITY,HU.EEA/101089710.FACILITY
HU.OKIR/101120817.FACILITY,HU.EEA/101120817.FACILITY
HU.OKIR/101147168.FACILITY,HU.EEA/101147168.FACILITY
HU.OKIR/101157019.FACILITY,HU.EEA/101157019.FACILITY
HU.OKIR/101172436.FACILITY,HU.EEA/101172436.FACILITY
HU.OKIR/101196524.FACILITY,HU.EEA/101196524.FACILITY
HU.OKIR/101198702.FACILITY,HU.EEA/101198702.FACILITY
HU.OKIR/101265978.FACILITY,HU.EEA/101265978.FACILITY
HU.OKIR/101269747.FACILITY,HU.EEA/101269747.FACILITY
HU.OKIR/101300545.FACILITY,HU.EEA/101300545.FACILITY
HU.OKIR/101307821.FACILITY,HU.EEA/101307821.FACILITY
HU.OKIR/101355707.FACILITY,HU.EEA/101355707.FACILITY
HU.OKIR/101364743.FACILITY,HU.EEA/101196524.FACILITY
HU.OKIR/101376458.FACILITY,HU.EEA/101376458.FACILITY
HU.OKIR/101390465.FACILITY,HU.EEA/101390465.FACILITY
HU.OKIR/101407121.FACILITY,HU.EEA/101407121.FACILITY
HU.OKIR/101427923.FACILITY,HU.EEA/101427923.FACILITY
HU.OKIR/101430934.FACILITY,HU.EEA/100731779.FACILITY
HU.OKIR/101713088.FACILITY,HU.EEA/101713088.FACILITY
HU.OKIR/101762329.FACILITY,HU.EEA/101629941.FACILITY
HU.OKIR/101871779.FACILITY,HU.EEA/101871779.FACILITY
HU.OKIR/101875179.FACILITY,HU.EEA/100814647.FACILITY
HU.OKIR/101914777.FACILITY,HU.EEA/100357007.FACILITY
HU.OKIR/101946158.FACILITY,HU.EEA/101946158.FACILITY
HU.OKIR/102004392.FACILITY,HU.EEA/102004392.FACILITY
HU.OKIR/102352503.FACILITY,HU.EEA/102352503.FACILITY
HU.OKIR/102366418.FACILITY,HU.EEA/102366418.FACILITY
HU.OKIR/102426022.FACILITY,HU.EEA/102426022.FACILITY
HU.OKIR/102471653.FACILITY,HU.EEA/100307002.FACILITY
HU.OKIR/102524384.FACILITY,HU.EEA/102524384.FACILITY
HU.OKIR/102604594.FACILITY,HU.EEA/102004392.FACILITY
HU.OKIR/102676410.FACILITY,HU.OKIR/100393083.FACILITY
IE.CAED/W0071.FACILITY,IE.CAED/W0091.FACILITY
IS.CAED/430700-2270,IS.CAED/590398-2099
IS.CAED/520199-3149,IS.EEA/630169-2249.FACILITY
IT.CAED/000003307.FACILITY,IT.EEA/2009000033.FACILITY
IT.CAED/001213252.FACILITY,IT.EEA/2007002511.FACILITY
IT.CAED/001443249.FACILITY,IT.EEA/2007002508.FACILITY
IT.CAED/001553251.FACILITY,IT.EEA/2007002510.FACILITY
IT.CAED/001893250.FACILITY,IT.EEA/2007002509.FACILITY
IT.CAED/030302004.FACILITY,IT.EEA/2007001002.FACILITY
IT.CAED/040122007.FACILITY,IT.EEA/2007002245.FACILITY
IT.CAED/040132002.FACILITY,IT.EEA/2007000942.FACILITY
IT.CAED/050222001.FACILITY,IT.EEA/2014000451.FACILITY
IT.CAED/060123244.FACILITY,IT.EEA/2007002495.FACILITY
IT.CAED/060492007.FACILITY,IT.EEA/2014000049.FACILITY
IT.CAED/060612002.FACILITY,IT.EEA/2015000018.FACILITY
IT.CAED/070263547.FACILITY,IT.EEA/2014000233.FACILITY
IT.CAED/071003557.FACILITY,IT.EEA/2014000284.FACILITY
IT.CAED/090103074.FACILITY,IT.EEA/2007000640.FACILITY
IT.CAED/090203012.FACILITY,IT.EEA/2007000160.FACILITY
IT.CAED/090373066.FACILITY,IT.EEA/2007000598.FACILITY
IT.CAED/090373657.FACILITY,IT.EEA/2015000368.FACILITY
IT.CAED/090403068.FACILITY,IT.EEA/2007000602.FACILITY
IT.CAED/091263545.FACILITY,IT.EEA/2014000225.FACILITY
IT.CAED/100343008.FACILITY,IT.EEA/2007001796.FACILITY
IT.CAED/100343175.FACILITY,IT.EEA/2007001796.FACILITY
IT.CAED/100352001.FACILITY,IT.EEA/2014000320.FACILITY
IT.CAED/100363176.FACILITY,IT.EEA/2007001809.FACILITY
IT.CAED/100402003.FACILITY,IT.EEA/2008000452.FACILITY
IT.CAED/100402016.FACILITY,IT.CAED/100402018.FACILITY
IT.CAED/100503617.FACILITY,IT.EEA/2015000101.FACILITY
IT.CAED/100602007.FACILITY,IT.EEA/2014000327.FACILITY
IT.CAED/100672001.FACILITY,IT.EEA/2014000326.FACILITY
IT.CAED/100902002.FACILITY,IT.EEA/2014000153.FACILITY
IT.CAED/100903012.FACILITY,IT.EEA/2010000257.FACILITY
IT.CAED/100903373.FACILITY,IT.EEA/2010000257.FACILITY
IT.CAED/100933004.FACILITY,IT.EEA/2010000258.FACILITY
IT.CAED/100933374.FACILITY,IT.EEA/2010000258.FACILITY
IT.CAED/101511001.FACILITY,IT.EEA/2007001858.FACILITY
IT.CAED/101562003.FACILITY,IT.CAED/100402005.FACILITY
IT.CAED/120162001.FACILITY,IT.EEA/2007002178.FACILITY
IT.CAED/120202002.FACILITY,IT.EEA/2012000052.FACILITY
IT.CAED/120202003.FACILITY,IT.EEA/2014000371.FACILITY
IT.CAED/120202006.FACILITY,IT.EEA/2015000099.FACILITY
IT.CAED/120302001.FACILITY,IT.EEA/2013000092.FACILITY
IT.CAED/120302010.FACILITY,IT.EEA/2016000018.FACILITY
IT.CAED/120302013.FACILITY,IT.EEA/2007000660.FACILITY
IT.CAED/120302018.FACILITY,IT.EEA/2013000146.FACILITY
IT.CAED/120302020.FACILITY,IT.EEA/2013000040.FACILITY
IT.CAED/120372006.FACILITY,IT.EEA/2007000659.FACILITY
IT.CAED/120412003.FACILITY,IT.EEA/2013000129.FACILITY
IT.CAED/120422009.FACILITY,IT.EEA/2014000372.FACILITY
IT.CAED/120503410.FACILITY,IT.EEA/2012000153.FACILITY
IT.CAED/120583575.FACILITY,IT.EEA/2014000366.FACILITY
IT.CAED/120682001.FACILITY,IT.EEA/2012000184.FACILITY
IT.CAED/120682002.FACILITY,IT.EEA/2014000257.FACILITY
IT.CAED/120802004.FACILITY,IT.EEA/2013000142.FACILITY
IT.CAED/120842004.FACILITY,IT.EEA/2012000107.FACILITY
IT.CAED/121003334.FACILITY,IT.EEA/2010000020.FACILITY
IT.CAED/130452005.FACILITY,IT.CAED/400272004.FACILITY
IT.CAED/130462002.FACILITY,IT.EEA/2016000012.FACILITY
IT.CAED/130482001.FACILITY,IT.EEA/2007002009.FACILITY
IT.CAED/131002003.FACILITY,IT.EEA/2007002236.FACILITY
IT.CAED/138812002.FACILITY,IT.EEA/2007000254.FACILITY
IT.CAED/140302001.FACILITY,IT.EEA/2009000065.FACILITY
IT.CAED/161263262.FACILITY,IT.EEA/2007002552.FACILITY
IT.CAED/161453263.FACILITY,IT.EEA/2007002553.FACILITY
IT.CAED/161523265.FACILITY,IT.EEA/2007002555.FACILITY
IT.CAED/161543264.FACILITY,IT.EEA/2007002554.FACILITY
IT.CAED/171002001.FACILITY,IT.EEA/2007002475.FACILITY
IT.CAED/200103356.FACILITY,IT.EEA/2010000130.FACILITY
IT.CAED/200163354.FACILITY,IT.EEA/2010000122.FACILITY
IT.CAED/200172004.FACILITY,IT.CAED/200172005.FACILITY
IT.CAED/200372003.FACILITY,IT.EEA/2007000995.FACILITY
IT.CAED/200683352.FACILITY,IT.EEA/2010000118.FACILITY
IT.CAED/200873350.FACILITY,IT.EEA/2010000112.FACILITY
IT.CAED/200893566.FACILITY,IT.EEA/2014000315.FACILITY
IT.CAED/200902010.FACILITY,IT.CAED/268522002.FACILITY
IT.CAED/200902016.FACILITY,IT.EEA/2007001467.FACILITY
IT.CAED/200903479.FACILITY,IT.EEA/2013000352.FACILITY
IT.CAED/200942001.FACILITY,IT.EEA/2007001028.FACILITY
IT.CAED/200993355.FACILITY,IT.EEA/2010000127.FACILITY
IT.CAED/201393255.FACILITY,IT.EEA/2007002515.FACILITY
IT.CAED/201413303.FACILITY,IT.EEA/2007001479.FACILITY
IT.CAED/201422001.FACILITY,IT.EEA/2008000040.FACILITY
IT.CAED/201623353.FACILITY,IT.EEA/2010000119.FACILITY
IT.CAED/210502005.FACILITY,IT.EEA/2007001980.FACILITY
IT.CAED/220463082.FACILITY,IT.EEA/2007000688.FACILITY
IT.CAED/221003239.FACILITY,IT.EEA/2007002446.FACILITY
IT.CAED/230103462.FACILITY,IT.EEA/2013000265.FACILITY
IT.CAED/240102003.FACILITY,IT.CAED/040202002.FACILITY
IT.CAED/240202011.FACILITY,IT.EEA/2008000075.FACILITY
IT.CAED/240203009.FACILITY,IT.EEA/2007000140.FACILITY
IT.CAED/240213247.FACILITY,IT.EEA/2007002505.FACILITY
IT.CAED/240402041.FACILITY,IT.EEA/2007000220.FACILITY
IT.CAED/240472010.FACILITY,IT.CAED/250322006.FACILITY
IT.CAED/240502047.FACILITY,IT.EEA/2015000352.FACILITY
IT.CAED/240503056.FACILITY,IT.EEA/2007000500.FACILITY
IT.CAED/240503212.FACILITY,IT.EEA/2007002134.FACILITY
IT.CAED/240512006.FACILITY,IT.EEA/2015000299.FACILITY
IT.CAED/240553011.FACILITY,IT.EEA/2007000142.FACILITY
IT.CAED/240603010.FACILITY,IT.EEA/2007000141.FACILITY
IT.CAED/241273016.FACILITY,IT.EEA/2007000225.FACILITY
IT.CAED/250102014.FACILITY,IT.EEA/2007000345.FACILITY
IT.CAED/250102018.FACILITY,IT.EEA/2007002414.FACILITY
IT.CAED/250122005.FACILITY,IT.EEA/2007000516.FACILITY
IT.CAED/250122011.FACILITY,IT.EEA/2007000572.FACILITY
IT.CAED/250122014.FACILITY,IT.EEA/2008000424.FACILITY
IT.CAED/250122023.FACILITY,IT.EEA/2007000524.FACILITY
IT.CAED/250123060.FACILITY,IT.EEA/2007000524.FACILITY
IT.CAED/250162005.FACILITY,IT.EEA/2007000432.FACILITY
IT.CAED/250172001.FACILITY,IT.EEA/2007000593.FACILITY
IT.CAED/250172010.FACILITY,IT.EEA/2012000070.FACILITY
IT.CAED/250173048.FACILITY,IT.EEA/2007000450.FACILITY
IT.CAED/250182009.FACILITY,IT.EEA/2007000414.FACILITY
IT.CAED/250182011.FACILITY,IT.EEA/2015000178.FACILITY
IT.CAED/250182012.FACILITY,IT.EEA/2007000478.FACILITY
IT.CAED/250182013.FACILITY,IT.EEA/2007000470.FACILITY
IT.CAED/250202051.FACILITY,IT.EEA/2011000043.FACILITY
IT.CAED/250203047.FACILITY,IT.EEA/2007000446.FACILITY
IT.CAED/250223599.FACILITY,IT.EEA/2014000513.FACILITY
IT.CAED/250243046.FACILITY,IT.EEA/2007000428.FACILITY
IT.CAED/250253288.FACILITY,IT.EEA/2008000238.FACILITY
IT.CAED/250253569.FACILITY,IT.EEA/2014000338.FACILITY
IT.CAED/250272003.FACILITY,IT.EEA/2007000384.FACILITY
IT.CAED/250292004.FACILITY,IT.EEA/2015000102.FACILITY
IT.CAED/250302004.FACILITY,IT.EEA/2009000049.FACILITY
IT.CAED/250302011.FACILITY,IT.EEA/2007000400.FACILITY
IT.CAED/250302025.FACILITY,IT.EEA/2007000459.FACILITY
IT.CAED/250302033.FACILITY,IT.EEA/2007000476.FACILITY
IT.CAED/250302048.FACILITY,IT.EEA/2007000501.FACILITY
IT.CAED/250302052.FACILITY,IT.EEA/2007000382.FACILITY
IT.CAED/250322002.FACILITY,IT.EEA/2007000403.FACILITY
IT.CAED/250322008.FACILITY,IT.CAED/250322010.FACILITY
IT.CAED/250342001.FACILITY,IT.EEA/2007000463.FACILITY
IT.CAED/250342002.FACILITY,IT.EEA/2016000058.FACILITY
IT.CAED/250342004.FACILITY,IT.EEA/2007000461.FACILITY
IT.CAED/250342012.FACILITY,IT.EEA/2007000355.FACILITY
IT.CAED/250342014.FACILITY,IT.EEA/2007000391.FACILITY
IT.CAED/250392005.FACILITY,IT.EEA/2010000178.FACILITY
IT.CAED/250452009.FACILITY,IT.EEA/2015000176.FACILITY
IT.CAED/250502005.FACILITY,IT.EEA/2007000416.FACILITY
IT.CAED/250802010.FACILITY,IT.EEA/2015000177.FACILITY
IT.CAED/251313110.FACILITY,IT.EEA/2007001073.FACILITY
IT.CAED/260102002.FACILITY,IT.EEA/2007000694.FACILITY
IT.CAED/260102008.FACILITY,IT.EEA/2007000695.FACILITY
IT.CAED/260102016.FACILITY,IT.EEA/2007000396.FACILITY
IT.CAED/260102025.FACILITY,IT.EEA/2014000351.FACILITY
IT.CAED/260103093.FACILITY,IT.EEA/2007000765.FACILITY
IT.CAED/260133364.FACILITY,IT.EEA/2010000223.FACILITY
IT.CAED/260143096.FACILITY,IT.EEA/2007000785.FACILITY
IT.CAED/260162002.FACILITY,IT.EEA/2007000741.FACILITY
IT.CAED/260202007.FACILITY,IT.EEA/2007000787.FACILITY
IT.CAED/260202009.FACILITY,IT.EEA/2015000354.FACILITY
IT.CAED/260202011.FACILITY,IT.EEA/2007000761.FACILITY
IT.CAED/260202012.FACILITY,IT.EEA/2007000350.FACILITY
IT.CAED/260202024.FACILITY,IT.EEA/2008000142.FACILITY
IT.CAED/260202027.FACILITY,IT.EEA/2015000299.FACILITY
IT.CAED/260203097.FACILITY,IT.EEA/2007000799.FACILITY
IT.CAED/260203424.FACILITY,IT.EEA/2013000013.FACILITY
IT.CAED/260272002.FACILITY,IT.EEA/2007002450.FACILITY
IT.CAED/260272003.FACILITY,IT.EEA/2007002230.FACILITY
IT.CAED/260272004.FACILITY,IT.EEA/2007000727.FACILITY
IT.CAED/260302006.FACILITY,IT.EEA/2017000065.FACILITY
IT.CAED/260302008.FACILITY,IT.EEA/2007000763.FACILITY
IT.CAED/260302012.FACILITY,IT.EEA/2017000060.FACILITY
IT.CAED/260382001.FACILITY,IT.EEA/2017000060.FACILITY
IT.CAED/260382002.FACILITY,IT.EEA/2010000172.FACILITY
IT.CAED/260392008.FACILITY,IT.EEA/2009000219.FACILITY
IT.CAED/260402011.FACILITY,IT.EEA/2007000768.FACILITY
IT.CAED/260412005.FACILITY,IT.EEA/2014000353.FACILITY
IT.CAED/260422002.FACILITY,IT.EEA/2007001168.FACILITY
IT.CAED/260422003.FACILITY,IT.EEA/2015000337.FACILITY
IT.CAED/268142001.FACILITY,IT.EEA/2009000098.FACILITY
IT.CAED/268152001.FACILITY,IT.EEA/2010000176.FACILITY
IT.CAED/268222002.FACILITY,IT.EEA/2009000231.FACILITY
IT.CAED/268372001.FACILITY,IT.CAED/268522002.FACILITY
IT.CAED/268553113.FACILITY,IT.EEA/2007001088.FACILITY
IT.CAED/268652001.FACILITY,IT.EEA/2014000461.FACILITY
IT.CAED/270103926.FACILITY,IT.CAED/270102019.FACILITY
IT.CAED/270132001.FACILITY,IT.EEA/2008000303.FACILITY
IT.CAED/270202001.FACILITY,IT.EEA/2009000153.FACILITY
IT.CAED/270202008.FACILITY,IT.EEA/2007000790.FACILITY
IT.CAED/270202011.FACILITY,IT.EEA/2007001795.FACILITY
IT.CAED/270373416.FACILITY,IT.EEA/2012000220.FACILITY
IT.CAED/271003230.FACILITY,IT.EEA/2007002352.FACILITY
IT.CAED/280102001.FACILITY,IT.EEA/2007000253.FACILITY
IT.CAED/280102004.FACILITY,IT.EEA/2013000125.FACILITY
IT.CAED/280153448.FACILITY,IT.EEA/2013000125.FACILITY
IT.CAED/280622002.FACILITY,IT.EEA/2007001338.FACILITY
IT.CAED/290102010.FACILITY,IT.EEA/2017000098.FACILITY
IT.CAED/290102019.FACILITY,IT.EEA/2014000149.FACILITY
IT.CAED/300132001.FACILITY,IT.EEA/2008000231.FACILITY
IT.CAED/300153192.FACILITY,IT.EEA/2007002014.FACILITY
IT.CAED/300163366.FACILITY,IT.EEA/2010000235.FACILITY
IT.CAED/300192001.FACILITY,IT.EEA/2007002014.FACILITY
IT.CAED/300212001.FACILITY,IT.EEA/2010000236.FACILITY
IT.CAED/300272003.FACILITY,IT.EEA/2007002027.FACILITY
IT.CAED/300302003.FACILITY,IT.EEA/2013000308.FACILITY
IT.CAED/300302007.FACILITY,IT.EEA/2007002015.FACILITY
IT.CAED/300372001.FACILITY,IT.EEA/2013000101.FACILITY
IT.CAED/301732001.FACILITY,IT.EEA/2008000237.FACILITY
IT.CAED/310103538.FACILITY,IT.EEA/2014000180.FACILITY
IT.CAED/310152002.FACILITY,IT.EEA/2007002199.FACILITY
IT.CAED/310153182.FACILITY,IT.EEA/2007001890.FACILITY
IT.CAED/310272004.FACILITY,IT.EEA/2007001887.FACILITY
IT.CAED/310333232.FACILITY,IT.EEA/2007002370.FACILITY
IT.CAED/310382002.FACILITY,IT.EEA/2013000362.FACILITY
IT.CAED/310443188.FACILITY,IT.EEA/2007001919.FACILITY
IT.CAED/310502008.FACILITY,IT.EEA/2014000182.FACILITY
IT.CAED/310583183.FACILITY,IT.EEA/2007001898.FACILITY
IT.CAED/321002002.FACILITY,IT.CAED/350432008.FACILITY
IT.CAED/330402012.FACILITY,IT.CAED/330402011.FACILITY
IT.CAED/330502002.FACILITY,IT.EEA/2007002277.FACILITY
IT.CAED/330503189.FACILITY,IT.EEA/2007001943.FACILITY
IT.CAED/330582008.FACILITY,IT.EEA/2010000275.FACILITY
IT.CAED/330582016.FACILITY,IT.EEA/2010000275.FACILITY
IT.CAED/330742006.FACILITY,IT.EEA/2012000212.FACILITY
IT.CAED/330952003.FACILITY,IT.EEA/2014000227.FACILITY
IT.CAED/340712002.FACILITY,IT.EEA/2007000864.FACILITY
IT.CAED/341322001.FACILITY,IT.EEA/2014000150.FACILITY
IT.CAED/341463332.FACILITY,IT.EEA/2010000008.FACILITY
IT.CAED/350103667.FACILITY,IT.EEA/2015000416.FACILITY
IT.CAED/350403666.FACILITY,IT.EEA/2015000415.FACILITY
IT.CAED/350452002.FACILITY,IT.EEA/2013000235.FACILITY
IT.CAED/351273259.FACILITY,IT.EEA/2007002536.FACILITY
IT.CAED/360103613.FACILITY,IT.EEA/2015000065.FACILITY
IT.CAED/360152007.FACILITY,IT.EEA/2007002061.FACILITY
IT.CAED/360153201.FACILITY,IT.EEA/2007002061.FACILITY
IT.CAED/360163206.FACILITY,IT.EEA/2007002076.FACILITY
IT.CAED/360213688.FACILITY,IT.EEA/2016000091.FACILITY
IT.CAED/360273391.FACILITY,IT.EEA/2011000189.FACILITY
IT.CAED/360302005.FACILITY,IT.EEA/2008000319.FACILITY
IT.CAED/360303668.FACILITY,IT.EEA/2015000417.FACILITY
IT.CAED/360403449.FACILITY,IT.EEA/2013000174.FACILITY
IT.CAED/360452003.FACILITY,IT.EEA/2016000089.FACILITY
IT.CAED/360703196.FACILITY,IT.EEA/2007002047.FACILITY
IT.CAED/360703203.FACILITY,IT.EEA/2007002063.FACILITY
IT.CAED/360712006.FACILITY,IT.EEA/2007002070.FACILITY
IT.CAED/360713197.FACILITY,IT.EEA/2007002050.FACILITY
IT.CAED/370242002.FACILITY,IT.EEA/2013000464.FACILITY
IT.CAED/370453396.FACILITY,IT.EEA/2012000026.FACILITY
IT.CAED/370502006.FACILITY,IT.EEA/2013000181.FACILITY
IT.CAED/370602012.FACILITY,IT.EEA/2015000427.FACILITY
IT.CAED/370602016.FACILITY,IT.EEA/2013000059.FACILITY
IT.CAED/370602036.FACILITY,IT.EEA/2013000030.FACILITY
IT.CAED/370602044.FACILITY,IT.EEA/2013000032.FACILITY
IT.CAED/370603430.FACILITY,IT.EEA/2013000030.FACILITY
IT.CAED/371312001.FACILITY,IT.EEA/2007002120.FACILITY
IT.CAED/371353210.FACILITY,IT.EEA/2007002107.FACILITY
IT.CAED/380103637.FACILITY,IT.EEA/2015000236.FACILITY
IT.CAED/380202001.FACILITY,IT.EEA/2012000008.FACILITY
IT.CAED/380253849.FACILITY,IT.EEA/2012000008.FACILITY
IT.CAED/380303289.FACILITY,IT.EEA/2008000248.FACILITY
IT.CAED/380563173.FACILITY,IT.EEA/2007001790.FACILITY
IT.CAED/380592003.FACILITY,IT.EEA/2007001789.FACILITY
IT.CAED/380612003.FACILITY,IT.EEA/2008000203.FACILITY
IT.CAED/380622003.FACILITY,IT.EEA/2007001775.FACILITY
IT.CAED/380622005.FACILITY,IT.EEA/2015000250.FACILITY
IT.CAED/380662001.FACILITY,IT.EEA/2010000030.FACILITY
IT.CAED/380703287.FACILITY,IT.EEA/2008000234.FACILITY
IT.CAED/380722001.FACILITY,IT.EEA/2007000161.FACILITY
IT.CAED/380772001.FACILITY,IT.EEA/2015000250.FACILITY
IT.CAED/380792001.FACILITY,IT.EEA/2007001776.FACILITY
IT.CAED/380852001.FACILITY,IT.EEA/2008000234.FACILITY
IT.CAED/381213172.FACILITY,IT.EEA/2007001788.FACILITY
IT.CAED/381223395.FACILITY,IT.EEA/2012000007.FACILITY
IT.CAED/390123272.FACILITY,IT.EEA/2008000069.FACILITY
IT.CAED/390303256.FACILITY,IT.EEA/2007002516.FACILITY
IT.CAED/390304002.FACILITY,IT.EEA/2007002516.FACILITY
IT.CAED/390503273.FACILITY,IT.EEA/2008000070.FACILITY
IT.CAED/390513274.FACILITY,IT.EEA/2008000078.FACILITY
IT.CAED/391003270.FACILITY,IT.EEA/2008000066.FACILITY
IT.CAED/400192001.FACILITY,IT.EEA/2007000312.FACILITY
IT.CAED/400262003.FACILITY,IT.EEA/2015000090.FACILITY
IT.CAED/400262016.FACILITY,IT.EEA/2007000315.FACILITY
IT.CAED/400263026.FACILITY,IT.EEA/2007000327.FACILITY
IT.CAED/401283025.FACILITY,IT.CAED/401282001.FACILITY
IT.CAED/410142017.FACILITY,IT.EEA/2007001271.FACILITY
IT.CAED/410162004.FACILITY,IT.CAED/410162007.FACILITY
IT.CAED/410172003.FACILITY,IT.EEA/2017000108.FACILITY
IT.CAED/410482003.FACILITY,IT.EEA/2017000107.FACILITY
IT.CAED/411262007.FACILITY,IT.EEA/2017000105.FACILITY
IT.CAED/421243348.FACILITY,IT.EEA/2010000103.FACILITY
IT.CAED/430182002.FACILITY,IT.EEA/2007000051.FACILITY
IT.CAED/431233343.FACILITY,IT.EEA/2010000081.FACILITY
IT.CAED/440233530.FACILITY,IT.EEA/2014000028.FACILITY
IT.CAED/441003790.FACILITY,IT.CAED/440252001.FACILITY
IT.CAED/441233022.FACILITY,IT.EEA/2007000281.FACILITY
IT.CAED/450112002.FACILITY,IT.EEA/2007001704.FACILITY
IT.CAED/450192003.FACILITY,IT.EEA/2007001914.FACILITY
IT.CAED/450203526.FACILITY,IT.EEA/2013000448.FACILITY
IT.CAED/450262003.FACILITY,IT.EEA/2012000229.FACILITY
IT.CAED/450263418.FACILITY,IT.EEA/2012000229.FACILITY
IT.CAED/450302011.FACILITY,IT.EEA/2007001908.FACILITY
IT.CAED/460202029.FACILITY,IT.CAED/460202016.FACILITY
IT.CAED/460252004.FACILITY,IT.EEA/2011000010.FACILITY
IT.CAED/460252005.FACILITY,IT.EEA/2011000010.FACILITY
IT.CAED/460293685.FACILITY,IT.EEA/2016000074.FACILITY
IT.CAED/460302019.FACILITY,IT.CAED/460302016.FACILITY
IT.CAED/460303121.FACILITY,IT.EEA/2007001217.FACILITY
